code,target,sigprice,gentime,usertag
DCE.c.HOT,5,2472,20210901104000000,
DCE.cs.HOT,-5,2860,20210901104000000,
DCE.y.HOT,4,8936,20210901104500000,
DCE.cs.HOT,-4,2861,20210901105000000,
DCE.y.HOT,5,8936,20210901105000000,
DCE.c.HOT,4,2474,20210901105500000,
DCE.cs.HOT,-5,2860,20210901105500000,
DCE.c.HOT,5,2472,20210901110000000,
DCE.y.HOT,4,8970,20210901110000000,
DCE.c.HOT,4,2474,20210901110500000,
DCE.y.HOT,5,8986,20210901110500000,
DCE.c.HOT,5,2474,20210901111000000,
DCE.cs.HOT,-4,2861,20210901111000000,
DCE.m.HOT,4,3494,20210901111000000,
DCE.cs.HOT,-5,2863,20210901111500000,
DCE.cs.HOT,-4,2861,20210901112000000,
DCE.m.HOT,5,3497,20210901112000000,
DCE.cs.HOT,-5,2861,20210901112500000,
DCE.c.HOT,4,2472,20210901134500000,
DCE.m.HOT,4,3495,20210901134500000,
DCE.c.HOT,5,2466,20210901135000000,
DCE.m.HOT,5,3498,20210901135000000,
DCE.m.HOT,4,3493,20210901135500000,
DCE.m.HOT,5,3494,20210901140500000,
DCE.m.HOT,4,3496,20210901141000000,
DCE.m.HOT,5,3492,20210901142000000,
DCE.y.HOT,4,8946,20210901142500000,
DCE.y.HOT,5,8950,20210901143000000,
DCE.m.HOT,4,3492,20210901143500000,
DCE.m.HOT,5,3492,20210901144000000,
DCE.y.HOT,4,8932,20210901144000000,
DCE.y.HOT,5,8940,20210901144500000,
DCE.cs.HOT,-4,2864,20210901145500000,
DCE.cs.HOT,-5,2880,20210901210500000,
DCE.m.HOT,4,3491,20210901210500000,
DCE.c.HOT,4,2467,20210901211000000,
DCE.m.HOT,5,3492,20210901211000000,
DCE.c.HOT,5,2465,20210901211500000,
DCE.cs.HOT,-4,2876,20210901211500000,
DCE.cs.HOT,-5,2877,20210901212000000,
DCE.y.HOT,4,8924,20210901213000000,
DCE.y.HOT,5,8908,20210901213500000,
DCE.c.HOT,4,2469,20210901214000000,
DCE.c.HOT,5,2469,20210901214500000,
DCE.m.HOT,4,3479,20210901215500000,
DCE.m.HOT,5,3478,20210901220000000,
DCE.y.HOT,4,8900,20210901220000000,
DCE.m.HOT,4,3480,20210901220500000,
DCE.y.HOT,5,8904,20210901220500000,
DCE.c.HOT,4,2468,20210901221000000,
DCE.m.HOT,5,3482,20210901221000000,
DCE.c.HOT,5,2468,20210901221500000,
DCE.cs.HOT,-4,2879,20210901221500000,
DCE.cs.HOT,-5,2884,20210901222000000,
DCE.y.HOT,4,8920,20210901223000000,
DCE.m.HOT,4,3484,20210901223500000,
DCE.y.HOT,5,8904,20210901223500000,
DCE.m.HOT,5,3486,20210901224000000,
DCE.cs.HOT,-4,2885,20210901224500000,
DCE.cs.HOT,-5,2880,20210901225000000,
DCE.cs.HOT,-4,2881,20210901225500000,
DCE.cs.HOT,-5,2881,20210901230000000,
DCE.c.HOT,4,2465,20210902090500000,
DCE.m.HOT,4,3475,20210902090500000,
DCE.y.HOT,4,8858,20210902090500000,
DCE.c.HOT,5,2464,20210902091000000,
DCE.cs.HOT,-4,2871,20210902091000000,
DCE.m.HOT,5,3475,20210902091000000,
DCE.y.HOT,5,8876,20210902091000000,
DCE.cs.HOT,-5,2868,20210902091500000,
DCE.c.HOT,4,2459,20210902092000000,
DCE.c.HOT,5,2461,20210902092500000,
DCE.m.HOT,4,3464,20210902092500000,
DCE.m.HOT,5,3464,20210902093000000,
DCE.y.HOT,4,8868,20210902093500000,
DCE.y.HOT,5,8866,20210902094000000,
DCE.y.HOT,4,8870,20210902094500000,
DCE.y.HOT,5,8872,20210902095000000,
DCE.y.HOT,4,8876,20210902095500000,
DCE.y.HOT,5,8882,20210902100000000,
DCE.m.HOT,4,3472,20210902100500000,
DCE.m.HOT,5,3475,20210902101000000,
DCE.cs.HOT,-4,2880,20210902101500000,
DCE.cs.HOT,-5,2876,20210902103500000,
DCE.y.HOT,4,8936,20210902110500000,
DCE.y.HOT,5,8928,20210902111000000,
DCE.m.HOT,4,3484,20210902112000000,
DCE.m.HOT,5,3488,20210902112500000,
DCE.cs.HOT,-4,2892,20210902134500000,
DCE.c.HOT,4,2489,20210902135000000,
DCE.cs.HOT,-5,2893,20210902135000000,
DCE.c.HOT,5,2491,20210902135500000,
DCE.cs.HOT,-4,2895,20210902141000000,
DCE.cs.HOT,-5,2899,20210902141500000,
DCE.c.HOT,4,2504,20210902142000000,
DCE.c.HOT,5,2502,20210902143000000,
DCE.y.HOT,4,8966,20210902143000000,
DCE.m.HOT,4,3513,20210902143500000,
DCE.y.HOT,5,8962,20210902143500000,
DCE.cs.HOT,-4,2908,20210902144000000,
DCE.m.HOT,5,3511,20210902144000000,
DCE.y.HOT,4,8946,20210902144500000,
DCE.y.HOT,5,8930,20210902145000000,
DCE.cs.HOT,-5,2907,20210902145500000,
DCE.c.HOT,4,2489,20210902210500000,
DCE.c.HOT,5,2496,20210902211000000,
DCE.y.HOT,4,8966,20210902211000000,
DCE.y.HOT,5,8944,20210902211500000,
DCE.cs.HOT,-4,2897,20210902212000000,
DCE.m.HOT,4,3507,20210902212000000,
DCE.cs.HOT,-5,2897,20210902212500000,
DCE.m.HOT,5,3508,20210902212500000,
DCE.y.HOT,4,8938,20210902212500000,
DCE.m.HOT,4,3509,20210902213000000,
DCE.y.HOT,5,8942,20210902213000000,
DCE.m.HOT,5,3509,20210902213500000,
DCE.cs.HOT,-4,2905,20210902214000000,
DCE.cs.HOT,-5,2904,20210902214500000,
DCE.m.HOT,4,3503,20210902214500000,
DCE.m.HOT,5,3500,20210902215000000,
DCE.y.HOT,4,8936,20210902215000000,
DCE.y.HOT,5,8934,20210902215500000,
DCE.c.HOT,4,2497,20210902220000000,
DCE.cs.HOT,-4,2905,20210902220000000,
DCE.c.HOT,5,2495,20210902220500000,
DCE.cs.HOT,-5,2902,20210902220500000,
DCE.m.HOT,4,3503,20210902221000000,
DCE.m.HOT,5,3506,20210902221500000,
DCE.cs.HOT,-4,2902,20210902222000000,
DCE.cs.HOT,-5,2903,20210902222500000,
DCE.c.HOT,4,2495,20210902223000000,
DCE.c.HOT,5,2495,20210902223500000,
DCE.m.HOT,4,3502,20210902224500000,
DCE.cs.HOT,-4,2900,20210902225000000,
DCE.m.HOT,5,3500,20210902225000000,
DCE.cs.HOT,-5,2900,20210902225500000,
DCE.m.HOT,4,3500,20210903091000000,
DCE.cs.HOT,-4,2901,20210903091500000,
DCE.m.HOT,5,3499,20210903091500000,
DCE.cs.HOT,-5,2899,20210903093000000,
DCE.cs.HOT,-4,2899,20210903093500000,
DCE.cs.HOT,-5,2896,20210903094000000,
DCE.c.HOT,4,2493,20210903094500000,
DCE.m.HOT,4,3493,20210903094500000,
DCE.m.HOT,5,3489,20210903095000000,
DCE.y.HOT,4,8940,20210903095000000,
DCE.c.HOT,5,2493,20210903095500000,
DCE.y.HOT,5,8930,20210903100000000,
DCE.cs.HOT,-4,2900,20210903100500000,
DCE.cs.HOT,-5,2900,20210903101500000,
DCE.y.HOT,4,9092,20210903103500000,
DCE.c.HOT,4,2493,20210903104000000,
DCE.y.HOT,5,9098,20210903104000000,
DCE.c.HOT,5,2492,20210903104500000,
DCE.y.HOT,4,9100,20210903104500000,
DCE.cs.HOT,-4,2901,20210903105000000,
DCE.y.HOT,5,9096,20210903105000000,
DCE.c.HOT,4,2491,20210903105500000,
DCE.cs.HOT,-5,2902,20210903105500000,
DCE.y.HOT,4,9114,20210903110000000,
DCE.c.HOT,5,2489,20210903110500000,
DCE.y.HOT,5,9116,20210903110500000,
DCE.c.HOT,4,2488,20210903111000000,
DCE.m.HOT,4,3493,20210903111000000,
DCE.cs.HOT,-4,2900,20210903111500000,
DCE.m.HOT,5,3493,20210903111500000,
DCE.c.HOT,5,2491,20210903112000000,
DCE.cs.HOT,-5,2900,20210903112000000,
DCE.m.HOT,4,3492,20210903112000000,
DCE.m.HOT,5,3493,20210903112500000,
DCE.cs.HOT,-4,2903,20210903113000000,
DCE.cs.HOT,-5,2905,20210903133500000,
DCE.y.HOT,4,9166,20210903134000000,
DCE.y.HOT,5,9168,20210903134500000,
DCE.cs.HOT,-4,2905,20210903135000000,
DCE.c.HOT,4,2492,20210903135500000,
DCE.c.HOT,5,2493,20210903140000000,
DCE.cs.HOT,-5,2904,20210903140500000,
DCE.m.HOT,4,3490,20210903141000000,
DCE.m.HOT,5,3492,20210903141500000,
DCE.y.HOT,4,9182,20210903143000000,
DCE.c.HOT,4,2490,20210903143500000,
DCE.y.HOT,5,9168,20210903143500000,
DCE.c.HOT,5,2490,20210903144000000,
DCE.y.HOT,4,9156,20210903144500000,
DCE.y.HOT,5,9136,20210903145000000,
DCE.y.HOT,4,9124,20210903145500000,
DCE.y.HOT,5,9152,20210903150000000,
DCE.c.HOT,4,2485,20210903211500000,
DCE.m.HOT,4,3491,20210903211500000,
DCE.c.HOT,5,2483,20210903212000000,
DCE.m.HOT,5,3490,20210903212000000,
DCE.c.HOT,4,2480,20210903212500000,
DCE.c.HOT,5,2480,20210903213000000,
DCE.c.HOT,4,2482,20210903213500000,
DCE.cs.HOT,-4,2889,20210903213500000,
DCE.y.HOT,4,9172,20210903213500000,
DCE.c.HOT,5,2481,20210903214000000,
DCE.cs.HOT,-5,2887,20210903214000000,
DCE.m.HOT,4,3486,20210903214000000,
DCE.y.HOT,5,9190,20210903214000000,
DCE.m.HOT,5,3487,20210903214500000,
DCE.c.HOT,4,2482,20210903215000000,
DCE.cs.HOT,-4,2888,20210903215000000,
DCE.c.HOT,5,2481,20210903220000000,
DCE.cs.HOT,-5,2881,20210903220000000,
DCE.cs.HOT,-4,2882,20210903220500000,
DCE.cs.HOT,-5,2882,20210903221000000,
DCE.c.HOT,4,2479,20210903221500000,
DCE.cs.HOT,-4,2883,20210903221500000,
DCE.y.HOT,4,9158,20210903221500000,
DCE.c.HOT,5,2480,20210903222000000,
DCE.cs.HOT,-5,2883,20210903222000000,
DCE.y.HOT,5,9154,20210903222000000,
DCE.cs.HOT,-4,2886,20210903222500000,
DCE.cs.HOT,-5,2884,20210903223000000,
DCE.cs.HOT,-4,2883,20210903225500000,
DCE.c.HOT,4,2474,20210903230000000,
DCE.cs.HOT,-5,2882,20210903230000000,
DCE.y.HOT,4,9128,20210903230000000,
DCE.c.HOT,5,2467,20210906090500000,
DCE.y.HOT,5,9130,20210906090500000,
DCE.cs.HOT,-4,2881,20210906092000000,
DCE.cs.HOT,-5,2880,20210906092500000,
DCE.y.HOT,4,9106,20210906092500000,
DCE.y.HOT,5,9132,20210906093000000,
DCE.c.HOT,4,2465,20210906093500000,
DCE.cs.HOT,-4,2878,20210906093500000,
DCE.c.HOT,5,2464,20210906094000000,
DCE.cs.HOT,-5,2874,20210906094000000,
DCE.m.HOT,4,3467,20210906094000000,
DCE.m.HOT,5,3468,20210906094500000,
DCE.y.HOT,4,9108,20210906101000000,
DCE.c.HOT,4,2468,20210906101500000,
DCE.y.HOT,5,9116,20210906101500000,
DCE.c.HOT,5,2463,20210906104000000,
DCE.m.HOT,4,3470,20210906104000000,
DCE.m.HOT,5,3470,20210906104500000,
DCE.c.HOT,4,2465,20210906110000000,
DCE.c.HOT,5,2465,20210906110500000,
DCE.cs.HOT,-4,2880,20210906110500000,
DCE.y.HOT,4,9192,20210906110500000,
DCE.cs.HOT,-5,2877,20210906111000000,
DCE.y.HOT,5,9166,20210906111000000,
DCE.cs.HOT,-4,2877,20210906111500000,
DCE.cs.HOT,-5,2880,20210906112000000,
DCE.m.HOT,4,3472,20210906112000000,
DCE.m.HOT,5,3472,20210906112500000,
DCE.c.HOT,4,2463,20210906113000000,
DCE.y.HOT,4,9136,20210906113000000,
DCE.y.HOT,5,9150,20210906133500000,
DCE.c.HOT,5,2463,20210906134000000,
DCE.y.HOT,4,9160,20210906134500000,
DCE.y.HOT,5,9144,20210906135000000,
DCE.y.HOT,4,9138,20210906140500000,
DCE.m.HOT,4,3486,20210906141000000,
DCE.y.HOT,5,9158,20210906141000000,
DCE.m.HOT,5,3485,20210906141500000,
DCE.c.HOT,4,2463,20210906142000000,
DCE.c.HOT,5,2462,20210906142500000,
DCE.cs.HOT,-4,2874,20210906142500000,
DCE.m.HOT,4,3486,20210906142500000,
DCE.y.HOT,4,9194,20210906142500000,
DCE.c.HOT,4,2463,20210906143000000,
DCE.cs.HOT,-5,2874,20210906143000000,
DCE.m.HOT,5,3486,20210906143000000,
DCE.y.HOT,5,9196,20210906143000000,
DCE.c.HOT,5,2463,20210906143500000,
DCE.m.HOT,4,3483,20210906144500000,
DCE.m.HOT,5,3484,20210906145000000,
DCE.cs.HOT,-4,2867,20210906210500000,
DCE.m.HOT,4,3484,20210906210500000,
DCE.y.HOT,4,9156,20210906210500000,
DCE.cs.HOT,-5,2875,20210906211000000,
DCE.m.HOT,5,3486,20210906211500000,
DCE.y.HOT,5,9150,20210906211500000,
DCE.y.HOT,4,9136,20210906212500000,
DCE.cs.HOT,-4,2880,20210906213000000,
DCE.cs.HOT,-5,2880,20210906213500000,
DCE.m.HOT,4,3484,20210906213500000,
DCE.y.HOT,5,9138,20210906213500000,
DCE.m.HOT,5,3485,20210906214000000,
DCE.m.HOT,4,3486,20210906215000000,
DCE.m.HOT,5,3488,20210906215500000,
DCE.m.HOT,4,3490,20210906220500000,
DCE.m.HOT,5,3495,20210906221000000,
DCE.cs.HOT,-3,2890,20210906222500000,
DCE.y.HOT,4,9180,20210906222500000,
DCE.cs.HOT,-5,2888,20210906223000000,
DCE.y.HOT,5,9174,20210906223000000,
DCE.cs.HOT,-4,2890,20210906224000000,
DCE.cs.HOT,-5,2889,20210906224500000,
DCE.m.HOT,4,3500,20210906224500000,
DCE.cs.HOT,-4,2886,20210906225500000,
DCE.m.HOT,5,3499,20210906225500000,
DCE.cs.HOT,-5,2885,20210906230000000,
DCE.cs.HOT,-4,2878,20210907092000000,
DCE.y.HOT,4,9146,20210907092500000,
DCE.cs.HOT,-5,2879,20210907093000000,
DCE.y.HOT,5,9162,20210907093000000,
DCE.c.HOT,3,2464,20210907093500000,
DCE.m.HOT,4,3500,20210907093500000,
DCE.c.HOT,4,2465,20210907094000000,
DCE.c.HOT,5,2466,20210907094500000,
DCE.m.HOT,5,3505,20210907094500000,
DCE.cs.HOT,-4,2876,20210907095500000,
DCE.cs.HOT,-5,2873,20210907100000000,
DCE.y.HOT,4,9160,20210907100000000,
DCE.m.HOT,4,3514,20210907100500000,
DCE.y.HOT,5,9142,20210907100500000,
DCE.y.HOT,3,9156,20210907101000000,
DCE.m.HOT,5,3512,20210907101500000,
DCE.y.HOT,5,9150,20210907101500000,
DCE.c.HOT,4,2465,20210907103500000,
DCE.cs.HOT,-4,2874,20210907103500000,
DCE.m.HOT,4,3518,20210907103500000,
DCE.y.HOT,4,9144,20210907103500000,
DCE.c.HOT,5,2465,20210907104000000,
DCE.cs.HOT,-5,2873,20210907104000000,
DCE.m.HOT,5,3516,20210907104000000,
DCE.y.HOT,5,9146,20210907104000000,
DCE.cs.HOT,-4,2872,20210907104500000,
DCE.cs.HOT,-5,2871,20210907105500000,
DCE.y.HOT,4,9152,20210907105500000,
DCE.cs.HOT,-4,2872,20210907110000000,
DCE.y.HOT,5,9148,20210907110000000,
DCE.cs.HOT,-5,2871,20210907110500000,
DCE.c.HOT,4,2463,20210907111000000,
DCE.cs.HOT,-4,2873,20210907111000000,
DCE.c.HOT,5,2461,20210907111500000,
DCE.cs.HOT,-5,2873,20210907111500000,
DCE.y.HOT,4,9166,20210907111500000,
DCE.cs.HOT,-4,2873,20210907112000000,
DCE.y.HOT,5,9174,20210907112000000,
DCE.cs.HOT,-5,2875,20210907113000000,
DCE.y.HOT,4,9182,20210907113000000,
DCE.y.HOT,5,9202,20210907133500000,
DCE.c.HOT,4,2461,20210907140000000,
DCE.c.HOT,5,2461,20210907140500000,
DCE.cs.HOT,-4,2872,20210907140500000,
DCE.c.HOT,4,2461,20210907141000000,
DCE.cs.HOT,-5,2872,20210907141000000,
DCE.c.HOT,5,2462,20210907141500000,
DCE.c.HOT,4,2461,20210907142000000,
DCE.c.HOT,5,2462,20210907142500000,
DCE.c.HOT,4,2461,20210907143500000,
DCE.c.HOT,5,2461,20210907144000000,
DCE.m.HOT,4,3527,20210907144000000,
DCE.y.HOT,4,9220,20210907144000000,
DCE.m.HOT,5,3526,20210907144500000,
DCE.y.HOT,5,9206,20210907144500000,
DCE.m.HOT,4,3522,20210907145500000,
DCE.y.HOT,4,9198,20210907145500000,
DCE.m.HOT,5,3524,20210907150000000,
DCE.y.HOT,5,9206,20210907150000000,
DCE.c.HOT,4,2453,20210907210500000,
DCE.c.HOT,5,2455,20210907211000000,
DCE.m.HOT,4,3520,20210907211000000,
DCE.m.HOT,5,3522,20210907211500000,
DCE.c.HOT,4,2458,20210907212000000,
DCE.y.HOT,4,9196,20210907212000000,
DCE.c.HOT,5,2457,20210907212500000,
DCE.cs.HOT,-4,2839,20210907212500000,
DCE.y.HOT,5,9204,20210907212500000,
DCE.c.HOT,4,2465,20210907213000000,
DCE.c.HOT,5,2467,20210907213500000,
DCE.cs.HOT,-5,2848,20210907213500000,
DCE.c.HOT,4,2473,20210907215500000,
DCE.c.HOT,5,2480,20210907220000000,
DCE.cs.HOT,-4,2858,20210907220000000,
DCE.cs.HOT,-5,2860,20210907220500000,
DCE.cs.HOT,-4,2861,20210907221000000,
DCE.c.HOT,4,2478,20210907222000000,
DCE.cs.HOT,-5,2853,20210907222000000,
DCE.c.HOT,5,2478,20210907222500000,
DCE.y.HOT,4,9178,20210907222500000,
DCE.y.HOT,5,9176,20210907223000000,
DCE.cs.HOT,-4,2851,20210907223500000,
DCE.cs.HOT,-5,2854,20210907224000000,
DCE.c.HOT,4,2479,20210907225000000,
DCE.c.HOT,5,2479,20210907225500000,
DCE.m.HOT,4,3500,20210907225500000,
DCE.m.HOT,5,3501,20210907230000000,
DCE.y.HOT,4,9140,20210907230000000,
DCE.y.HOT,5,9106,20210908090500000,
DCE.c.HOT,4,2477,20210908091000000,
DCE.cs.HOT,-4,2843,20210908091000000,
DCE.m.HOT,4,3505,20210908091000000,
DCE.c.HOT,5,2478,20210908091500000,
DCE.cs.HOT,-5,2843,20210908091500000,
DCE.m.HOT,5,3512,20210908091500000,
DCE.y.HOT,4,9120,20210908091500000,
DCE.cs.HOT,-4,2838,20210908092000000,
DCE.y.HOT,5,9104,20210908092000000,
DCE.c.HOT,4,2474,20210908092500000,
DCE.cs.HOT,-5,2840,20210908092500000,
DCE.y.HOT,4,9118,20210908092500000,
DCE.c.HOT,5,2476,20210908093000000,
DCE.y.HOT,5,9122,20210908093000000,
DCE.c.HOT,4,2476,20210908093500000,
DCE.cs.HOT,-4,2843,20210908093500000,
DCE.m.HOT,4,3510,20210908093500000,
DCE.c.HOT,5,2476,20210908094000000,
DCE.cs.HOT,-5,2842,20210908094000000,
DCE.y.HOT,4,9144,20210908094000000,
DCE.m.HOT,5,3513,20210908095000000,
DCE.c.HOT,4,2475,20210908095500000,
DCE.y.HOT,5,9190,20210908095500000,
DCE.c.HOT,5,2474,20210908100000000,
DCE.cs.HOT,-4,2844,20210908100000000,
DCE.m.HOT,4,3512,20210908100000000,
DCE.c.HOT,4,2474,20210908100500000,
DCE.m.HOT,5,3510,20210908100500000,
DCE.c.HOT,5,2473,20210908101000000,
DCE.cs.HOT,-5,2845,20210908101000000,
DCE.y.HOT,4,9182,20210908101000000,
DCE.y.HOT,5,9168,20210908101500000,
DCE.m.HOT,4,3512,20210908104000000,
DCE.c.HOT,4,2471,20210908104500000,
DCE.cs.HOT,-4,2839,20210908104500000,
DCE.m.HOT,5,3511,20210908104500000,
DCE.c.HOT,5,2472,20210908105000000,
DCE.cs.HOT,-5,2839,20210908105000000,
DCE.c.HOT,4,2476,20210908110500000,
DCE.cs.HOT,-4,2841,20210908110500000,
DCE.c.HOT,5,2475,20210908111000000,
DCE.cs.HOT,-5,2840,20210908111000000,
DCE.c.HOT,4,2477,20210908111500000,
DCE.c.HOT,5,2476,20210908112000000,
DCE.m.HOT,4,3501,20210908112000000,
DCE.m.HOT,5,3498,20210908112500000,
DCE.m.HOT,3,3506,20210908134500000,
DCE.m.HOT,5,3502,20210908135000000,
DCE.m.HOT,4,3502,20210908140000000,
DCE.y.HOT,4,9164,20210908140000000,
DCE.m.HOT,5,3501,20210908140500000,
DCE.y.HOT,5,9176,20210908140500000,
DCE.m.HOT,4,3497,20210908141000000,
DCE.c.HOT,4,2466,20210908141500000,
DCE.cs.HOT,-4,2829,20210908141500000,
DCE.m.HOT,5,3495,20210908141500000,
DCE.y.HOT,4,9196,20210908141500000,
DCE.c.HOT,5,2467,20210908142000000,
DCE.cs.HOT,-5,2834,20210908142000000,
DCE.y.HOT,5,9190,20210908142000000,
DCE.c.HOT,4,2465,20210908142500000,
DCE.c.HOT,5,2462,20210908143000000,
DCE.cs.HOT,-4,2828,20210908143000000,
DCE.c.HOT,4,2462,20210908143500000,
DCE.cs.HOT,-5,2828,20210908143500000,
DCE.c.HOT,5,2462,20210908144500000,
DCE.c.HOT,4,2463,20210908145500000,
DCE.cs.HOT,-4,2833,20210908145500000,
DCE.c.HOT,5,2461,20210908150000000,
DCE.cs.HOT,-5,2830,20210908150000000,
DCE.y.HOT,4,9192,20210908150000000,
DCE.cs.HOT,-4,2826,20210908210500000,
DCE.y.HOT,5,9264,20210908210500000,
DCE.cs.HOT,-5,2829,20210908211000000,
DCE.m.HOT,4,3495,20210908212500000,
DCE.m.HOT,5,3498,20210908213000000,
DCE.m.HOT,4,3492,20210908213500000,
DCE.m.HOT,5,3492,20210908214000000,
DCE.cs.HOT,-4,2836,20210908215000000,
DCE.m.HOT,3,3485,20210908215000000,
DCE.c.HOT,3,2468,20210908215500000,
DCE.cs.HOT,-5,2837,20210908215500000,
DCE.m.HOT,5,3485,20210908215500000,
DCE.c.HOT,5,2467,20210908220000000,
DCE.y.HOT,4,9186,20210908220000000,
DCE.c.HOT,4,2467,20210908220500000,
DCE.m.HOT,4,3491,20210908220500000,
DCE.y.HOT,5,9184,20210908220500000,
DCE.c.HOT,5,2466,20210908221000000,
DCE.m.HOT,5,3489,20210908221000000,
DCE.m.HOT,4,3483,20210908222000000,
DCE.cs.HOT,-4,2839,20210908222500000,
DCE.m.HOT,5,3478,20210908222500000,
DCE.c.HOT,4,2466,20210908223000000,
DCE.cs.HOT,-5,2837,20210908223000000,
DCE.c.HOT,5,2467,20210908223500000,
DCE.cs.HOT,-4,2836,20210908223500000,
DCE.m.HOT,4,3480,20210908223500000,
DCE.cs.HOT,-5,2837,20210908224000000,
DCE.m.HOT,5,3476,20210908224000000,
DCE.y.HOT,4,9144,20210908224000000,
DCE.m.HOT,4,3477,20210908224500000,
DCE.y.HOT,5,9156,20210908224500000,
DCE.c.HOT,4,2468,20210908225000000,
DCE.cs.HOT,-4,2839,20210908225000000,
DCE.m.HOT,5,3475,20210908225000000,
DCE.c.HOT,5,2466,20210908225500000,
DCE.cs.HOT,-5,2836,20210908230000000,
DCE.cs.HOT,-4,2833,20210909090500000,
DCE.cs.HOT,-5,2833,20210909091000000,
DCE.cs.HOT,-4,2830,20210909091500000,
DCE.cs.HOT,-5,2828,20210909092000000,
DCE.y.HOT,4,9124,20210909092000000,
DCE.y.HOT,5,9122,20210909092500000,
DCE.c.HOT,4,2463,20210909093000000,
DCE.c.HOT,5,2463,20210909093500000,
DCE.cs.HOT,-4,2831,20210909093500000,
DCE.c.HOT,4,2464,20210909094000000,
DCE.c.HOT,5,2460,20210909094500000,
DCE.cs.HOT,-5,2828,20210909094500000,
DCE.m.HOT,4,3471,20210909094500000,
DCE.c.HOT,4,2459,20210909095000000,
DCE.cs.HOT,-4,2827,20210909095000000,
DCE.c.HOT,5,2459,20210909095500000,
DCE.cs.HOT,-5,2827,20210909095500000,
DCE.m.HOT,5,3472,20210909095500000,
DCE.y.HOT,4,9156,20210909100500000,
DCE.y.HOT,5,9166,20210909101000000,
DCE.cs.HOT,-4,2832,20210909104500000,
DCE.cs.HOT,-5,2840,20210909105000000,
DCE.y.HOT,4,9148,20210909105000000,
DCE.cs.HOT,-4,2842,20210909105500000,
DCE.y.HOT,5,9130,20210909105500000,
DCE.cs.HOT,-5,2838,20210909110000000,
DCE.y.HOT,4,9136,20210909110500000,
DCE.cs.HOT,-4,2837,20210909111000000,
DCE.cs.HOT,-5,2838,20210909111500000,
DCE.y.HOT,5,9096,20210909112000000,
DCE.cs.HOT,-4,2838,20210909113000000,
DCE.cs.HOT,-5,2838,20210909133500000,
DCE.y.HOT,4,9096,20210909133500000,
DCE.c.HOT,4,2455,20210909134500000,
DCE.cs.HOT,-4,2837,20210909134500000,
DCE.y.HOT,5,9130,20210909134500000,
DCE.c.HOT,5,2456,20210909135000000,
DCE.cs.HOT,-5,2839,20210909135000000,
DCE.y.HOT,4,9134,20210909135500000,
DCE.c.HOT,4,2454,20210909140000000,
DCE.cs.HOT,-4,2836,20210909140000000,
DCE.y.HOT,5,9152,20210909140000000,
DCE.c.HOT,5,2454,20210909140500000,
DCE.cs.HOT,-5,2838,20210909140500000,
DCE.m.HOT,4,3466,20210909141000000,
DCE.c.HOT,4,2454,20210909141500000,
DCE.c.HOT,5,2460,20210909142000000,
DCE.y.HOT,4,9148,20210909142000000,
DCE.m.HOT,5,3462,20210909142500000,
DCE.y.HOT,5,9148,20210909142500000,
